Seaside-Core	4	20	72
Seaside-Core	4	24	82
Seaside-Core	6	110	372
Seaside-Core	10	104	382
Seaside-Core	8	80	290
Seaside-Core	6	38	144
Seaside-Core	5	34	130
Seaside-Core	11	118	444
Seaside-Core	4	14	52
Seaside-Core	5	54	199
Seaside-Core	4	18	57
Seaside-Core	3	18	58
Seaside-Core	3	14	46
Seaside-Core	3	14	42
Seaside-Core	3	12	38
Seaside-Core	3	16	49
Seaside-Core	3	6	18
Seaside-Core	8	22	82
Seaside-Core	4	18	62
Seaside-Core	4	14	49
Seaside-Core	4	24	86
Seaside-Core	4	22	73
Seaside-Core	4	18	63
Seaside-Core	4	42	144
Seaside-Core	4	12	45
Seaside-Core	2	2	6
Seaside-Core	73	1486	6771
Seaside-Core	57	680	2511
Seaside-Core	75	1502	6831
Seaside-Core	59	696	2571
Seaside-Core	62	786	2897
Seaside-Core	83	1638	7337
Seaside-Core	75	1502	6831
Seaside-Core	59	696	2571
Seaside-Core	63	646	3639
Seaside-Core	71	782	4145
Seaside-Core	61	630	3579
Seaside-Core	78	1568	7067
Seaside-Core	84	1674	7508
Seaside-Core	87	1928	9656
Seaside-Core	70	758	2796
Seaside-Core	89	1784	7908
Seaside-Core	95	2064	10162
Seaside-Core	87	1928	9656
Seaside-Core	86	1694	7582
Seaside-Core	87	1926	9648
Seaside-Core	70	758	2796
Seaside-Core	70	712	3875
Seaside-Core	44	354	1222
Seaside-Core	46	374	1291
Seaside-Core	46	386	1327
Seaside-Core	53	390	1339
Seaside-Core	53	388	1333
Seaside-Core	61	504	1717
Seaside-Core	56	442	1514
Seaside-Core	65	660	2359
Seaside-Core	45	336	1197
Seaside-Core	44	336	1165
Seaside-Core	54	508	1883
Seaside-Core	54	508	1883
Seaside-Core	54	508	1883
Seaside-Core	47	344	1237
Seaside-Core	65	772	2800
Seaside-Core	45	396	1368
Seaside-Core	46	402	1385
Seaside-Core	47	344	1236
Seaside-Core	50	416	1514
Seaside-Core	34	420	6771
Seaside-Core	33	372	6592
Seaside-Core	21	102	1669
Seaside-Core	2	4	12
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	2	6
Seaside-Core	2	6	18
Seaside-Core	8	44	167
Seaside-Core	8	44	167
Seaside-Core	8	78	317
Seaside-Core	8	48	201
Seaside-Core	8	48	181
Seaside-Core	14	138	521
Seaside-Core	6	100	333
Seaside-Core	6	92	307
Seaside-Core	5	68	225
Seaside-Core	5	74	270
Seaside-Core	6	90	330
Seaside-Core	5	84	302
Seaside-Core	5	86	296
Seaside-Core	4	16	54
Seaside-Core	5	276	932
Seaside-Core	10	118	430
Seaside-Core	5	56	192
Seaside-Core	4	28	90
Seaside-Core	10	100	351
Seaside-Core	5	86	316
Seaside-Core	4	16	54
Seaside-Core	10	140	525
Seaside-Core	10	156	596
Seaside-Core	6	62	218
Seaside-Core	4	80	271
Seaside-Core	4	78	258
Seaside-Core	5	44	154
Seaside-Core	4	66	218
Seaside-Core	5	46	162
Seaside-Core	5	68	242
Seaside-Core	5	44	160
Seaside-Core	5	64	224
Seaside-Core	5	80	282
Seaside-Core	5	44	154
Seaside-Core	5	44	154
Seaside-Core	5	74	270
Seaside-Core	5	106	373
Seaside-Core	4	78	272
Seaside-Core	6	92	338
Seaside-Core	5	74	272
Seaside-Core	4	38	132
Seaside-Core	5	64	214
Seaside-Core	5	84	301
Seaside-Core	5	62	226
Seaside-Core	53	594	2326
Seaside-Core	78	640	2568
Seaside-Core	22	172	1963
Seaside-Core	28	256	4835
Seaside-Core	28	286	4943
Seaside-Core	22	352	2839
Seaside-Core	22	130	1785
Seaside-Core	22	146	1845
Seaside-Core	22	152	1870
Seaside-Core	22	146	1845
Seaside-Core	22	152	1870
Seaside-Core	26	250	3545
Seaside-Core	26	250	3529
Seaside-Core	26	190	3314
Seaside-Core	26	196	3338
Seaside-Core	18	248	998
Seaside-Core	56	784	17151
Seaside-Core	22	130	1779
Seaside-Core	17	110	387
Seaside-Core	22	132	1787
Seaside-Core	21	210	789
Seaside-Core	87	2314	30938
Seaside-Core	123	2110	41836
Seaside-Core	91	1468	28972
Seaside-Core	83	1530	26766
Seaside-Core	22	148	1847
Seaside-Core	28	210	4669
Seaside-Core	31	258	6153
Seaside-Core	25	146	3139
Seaside-Core	22	146	1837
Seaside-Core	22	120	1743
Seaside-Core	39	402	7985
Seaside-Core	34	446	8101
Seaside-Core	21	158	4705
Seaside-Core	18	152	586
Seaside-Core	34	348	7775
Seaside-Core	31	296	6296
Seaside-Core	25	200	2046
Seaside-Core	25	186	1995
Seaside-Core	25	212	2099
Seaside-Core	22	140	1817
Seaside-Core	22	156	1871
Seaside-Core	26	202	3355
Seaside-Core	26	204	3356
Seaside-Core	26	208	3372
Seaside-Core	26	200	3340
Seaside-Core	26	206	3362
SUnit	6	134	498
SUnit	6	144	538
SUnit	6	154	537
SUnit	6	168	646
SUnit	6	164	601
SUnit	6	86	286
SUnit	6	88	292
SUnit	9	78	247
SUnit	10	146	476
SUnit	5	30	94
SUnit	11	312	1014
SUnit	7	126	404
SUnit	6	62	209
SUnit	6	38	122
SUnit	6	64	218
SUnit	6	42	138
SUnit	8	128	412
SUnit	8	126	403
SUnit	7	44	154
SUnit	7	44	154
SUnit	9	146	460
SUnit	10	156	493
SUnit	11	158	501
SUnit	10	56	190
SUnit	10	56	190
SUnit	12	164	522
SUnit	12	164	526
SUnit	12	158	496
SUnit	12	160	506
SUnit	5	36	118
SUnit	9	226	718
SUnit	7	66	224
SUnit	11	226	732
SUnit	8	52	170
SUnit	10	138	442
SUnit	11	138	446
SUnit	10	106	342
SUnit	8	44	138
SUnit	10	140	450
SUnit	8	42	130
SUnit	8	52	170
SUnit	13	288	923
SUnit	9	56	178
SUnit	10	60	190
SUnit	11	66	218
SUnit	9	116	378
SUnit	12	272	881
SUnit	10	80	251
DicThesaurusRex	2	4	12
DicThesaurusRex	2	4	12
DicThesaurusRex	2	4	12
DicThesaurusRex	2	4	12
DicThesaurusRex	3	48	173
DicThesaurusRex	3	54	186
DicThesaurusRex	3	36	123
DicThesaurusRex	3	154	560
DicThesaurusRex	3	94	347
DicThesaurusRex	3	70	253
DicThesaurusRex	3	42	149
DicThesaurusRex	3	116	420
DicThesaurusRex	3	24	80
DicThesaurusRex	62	3050	11668
DicThesaurusRex	94	3622	13622
DicThesaurusRex	59	2170	8165
DicThesaurusRex	74	2894	10938
DicThesaurusRex	12	244	910
DicThesaurusRex	43	1656	6232
DicThesaurusRex	35	1152	4324
DicThesaurusRex	10	142	525
DicThesaurusRex	4	16	56
DicThesaurusRex	4	16	64
DicThesaurusRex	16	290	1068
DicThesaurusRex	4	24	84
DicThesaurusRex	5	22	79
DicThesaurusRex	5	26	100
DicThesaurusRex	10	146	543
DicThesaurusRex	10	154	581
DicThesaurusRex	6	54	192
DicThesaurusRex	4	16	52
DicThesaurusRex	11	162	601
DicThesaurusRex	9	142	528
DicThesaurusRex	4	12	36
DicThesaurusRex	11	168	625
DicThesaurusRex	10	148	549
DicThesaurusRex	6	64	232
DicThesaurusRex	4	16	49
DicThesaurusRex	4	14	42
DicThesaurusRex	7	60	246
DicThesaurusRex	4	16	50
DicThesaurusRex	5	24	76
DicThesaurusRex	10	104	334
DicThesaurusRex	6	118	454
DicThesaurusRex	7	80	286
DicThesaurusRex	35	1396	5288
DicThesaurusRex	32	910	3460
DicThesaurusRex	48	2146	8080
DicThesaurusRex	52	2448	9216
DicThesaurusRex	15	254	950
DicThesaurusRex	5	16	56
DicThesaurusRex	15	262	976
DicThesaurusRex	7	66	289
DicThesaurusRex	4	12	40
DicThesaurusRex	2	2	6
DicThesaurusRex	2	2	6
DicThesaurusRex	2	2	6
DicThesaurusRex	4	16	48
DicThesaurusRex	192	674	3736
DicThesaurusRex	5	34	118
DicThesaurusRex	3	10	30
DicThesaurusRex	3	4	14
DicThesaurusRex	122	416	2742
SystemBrowser	66	1786	6595
SystemBrowser	60	1626	6012
SystemBrowser	60	1626	6012
SystemBrowser	60	1626	6012
SystemBrowser	66	1786	6595
SystemBrowser	66	1786	6595
SystemBrowser	2	6	18
SystemBrowser	2	6	18
SystemBrowser	4	76	565
SystemBrowser	4	244	3961
SystemBrowser	4	88	997
SystemBrowser	4	492	2198
SystemBrowser	4	274	1474
SystemBrowser	4	278	1471
SystemBrowser	4	306	1605
SystemBrowser	4	298	1581
SystemBrowser	42	2608	13335
SystemBrowser	4	144	764
SystemBrowser	4	248	1365
SystemBrowser	4	402	3683
SystemBrowser	4	258	1994
SystemBrowser	4	28	118
SystemBrowser	4	48	166
SystemBrowser	4	170	840
SystemBrowser	4	84	803
SystemBrowser	4	70	676
SystemBrowser	4	32	813
SystemBrowser	4	274	1413
SystemBrowser	4	184	944
SystemBrowser	4	400	2678
SystemBrowser	4	348	1952
SystemBrowser	4	220	1211
SystemBrowser	4	142	753
SystemBrowser	4	314	1567
SystemBrowser	4	268	1612
SystemBrowser	4	654	3262
SystemBrowser	4	250	1625
SystemBrowser	4	142	437
SystemBrowser	4	68	212
SystemBrowser	4	136	419
SystemBrowser	4	248	1113
SystemBrowser	4	68	212
SystemBrowser	4	314	1565
SystemBrowser	4	42	142
SystemBrowser	4	176	830
SystemBrowser	4	78	245
SystemBrowser	4	352	1365
SystemBrowser	4	348	1339
SystemBrowser	4	348	1165
SystemBrowser	4	388	1463
SystemBrowser	4	338	1263
SystemBrowser	4	268	1391
SystemBrowser	4	260	1134
SystemBrowser	4	390	1469
SystemBrowser	4	182	1546
SystemBrowser	4	16	52
SystemBrowser	4	136	736
SystemBrowser	4	140	750
SystemBrowser	4	92	292
SystemBrowser	4	136	736
SystemBrowser	4	870	6589
SystemBrowser	4	374	4224
SystemBrowser	4	46	150
SystemBrowser	4	42	849
SystemBrowser	4	386	2189
SystemBrowser	56	5938	25247
SystemBrowser	4	50	1584
SystemBrowser	68	1986	8163
SystemBrowser	3	180	1486
SystemBrowser	3	32	116
SystemBrowser	3	106	1188
SystemBrowser	3	520	4171
SystemBrowser	3	530	2833
SystemBrowser	3	424	3440
SystemBrowser	23	502	1669
SystemBrowser	4	154	549
SystemBrowser	4	594	2879
SystemBrowser	4	154	549
SystemBrowser	5	168	590
SystemBrowser	4	424	1676
SystemBrowser	4	242	842
SystemBrowser	44	2720	9830
SystemBrowser	81	2854	10496
SystemBrowser	44	3402	172582
SystemBrowser	44	3440	12406
SystemBrowser	44	3566	12853
SystemBrowser	44	3556	12825
SystemBrowser	38	1890	6899
SystemBrowser	38	2076	7584
SystemBrowser	38	2442	8904
SystemBrowser	38	2822	10224
SystemBrowser	38	2466	8987
SystemBrowser	38	2494	9079
SystemBrowser	38	2460	8969
SystemBrowser	38	2456	8958
SystemBrowser	38	1892	6927
SystemBrowser	38	2086	7643
SystemBrowser	38	2466	9020
SystemBrowser	38	3492	12668
SystemBrowser	38	2490	9103
SystemBrowser	38	2518	9195
SystemBrowser	38	2484	9085
SystemBrowser	38	2480	9074
SystemBrowser	2	2	6
SystemBrowser	2	2	6
SystemBrowser	5	66	231
SystemBrowser	5	72	254
SystemBrowser	5	72	254
SystemBrowser	5	72	254
SystemBrowser	5	126	446
SystemBrowser	5	126	446
SystemBrowser	5	122	426
SystemBrowser	5	122	426
SystemBrowser	5	128	452
SystemBrowser	5	140	486
SystemBrowser	5	132	462
SystemBrowser	5	138	480
SystemBrowser	5	138	482
SystemBrowser	5	136	474
SystemBrowser	5	90	313
SystemBrowser	5	86	300
SystemBrowser	5	84	295
SystemBrowser	5	96	334
SystemBrowser	5	124	1300
SystemBrowser	5	110	863
SystemBrowser	5	108	758
SystemBrowser	5	138	1639
SystemBrowser	5	102	641
SystemBrowser	5	62	224
SystemBrowser	5	60	219
SystemBrowser	5	94	326
SystemBrowser	5	88	305
SystemBrowser	5	84	292
SystemBrowser	5	82	287
SystemBrowser	5	78	274
SystemBrowser	5	78	275
SystemBrowser	5	76	269
SystemBrowser	5	86	305
SystemBrowser	5	128	1318
SystemBrowser	5	106	659
SystemBrowser	5	62	229
SystemBrowser	5	96	333
SystemBrowser	5	108	661
SystemBrowser	5	148	1673
SystemBrowser	5	94	325
SystemBrowser	5	84	297
SystemBrowser	41	820	2988
SystemBrowser	41	788	2876
SystemBrowser	41	774	2834
SystemBrowser	23	408	1492
SystemBrowser	14	262	960
SystemBrowser	5	82	289
SystemBrowser	5	76	267
SystemBrowser	5	78	279
SystemBrowser	5	56	193
SystemBrowser	4	62	209
SystemBrowser	4	122	783
SystemBrowser	4	104	961
