# Bucket (ms)	Occurrences	%		Cum. %
1000			104			65.82	65.82
2000			17			10.75	76.57
3000			6			3.79	80.36
5000			2			1.26	81.62
6000			6			3.79	85.41
7000			12			7.59	93.00
8000			3			1.89	94.89
9000			1			0.63	95.52
10000			1			0.63	96.15
11000			4			2.53	98.68
14000			1			0.63	99.31
24000			1			0.63	99.94
